品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
ちりめん,273.0,1Kg,2160,0,1944,兵庫  他,令和6年1月29日（月）,suiexcel-7 (63).xls
茹かに,0.0,0,0,0,0,,令和6年1月29日（月）,suiexcel-7 (63).xls
かますごかまあげ,60.0,1Kg,1188,1188,1188,香川  他,令和6年1月29日（月）,suiexcel-7 (63).xls
くろまぐろ,529.0,1Kg,3996,3780,2160,長崎  他,令和6年1月30日（火）,suiexcel-8 (59).xls
きわだ,687.0,1Kg,2700,1944,1512,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和6年1月30日（火）,suiexcel-8 (59).xls
あじ,1239.0,1Kg,756,0,648,長崎  兵庫  他,令和6年1月30日（火）,suiexcel-8 (59).xls
さば,2423.0,1Kg,486,0,378,新潟  ﾉﾙｳｪｰ  他,令和6年1月30日（火）,suiexcel-8 (59).xls
まいわし,2273.0,1Kg,432,0,324,千葉  静岡  他,令和6年1月30日（火）,suiexcel-8 (59).xls
養成ぶり,1379.0,1kg,1650,0,900,愛媛  大分  他,令和6年1月30日（火）,suiexcel-8 (59).xls
養成まだい,2900.0,1Kg,1350,0,540,愛媛  他,令和6年1月30日（火）,suiexcel-8 (59).xls
さごし,1028.0,1Kg,864,0,648,京都  富山  他,令和6年1月30日（火）,suiexcel-8 (59).xls
養成はまち,370.0,1Kg,1404,0,1026,徳島  高知  他,令和6年1月30日（火）,suiexcel-8 (59).xls
養成かんぱち,825.0,1Kg,2106,0,1080,鹿児島  愛媛  他,令和6年1月30日（火）,suiexcel-8 (59).xls
するめいか,710.0,1Kg,1296,0,1188,宮城  富山  他,令和6年1月30日（火）,suiexcel-8 (59).xls
さけ,1469.0,1kg,2800,0,1300,ﾉﾙｳｪｰ  他,令和6年1月30日（火）,suiexcel-8 (59).xls
養成ふぐ,181.0,1Kg,3780,0,3564,香川  長崎  他,令和6年1月30日（火）,suiexcel-8 (59).xls
たこ,232.0,1kg,4500,0,2000,宮城  他,令和6年1月30日（火）,suiexcel-8 (59).xls
かに,120.0,1kg,8600,0,490,兵庫  他,令和6年1月30日（火）,suiexcel-8 (59).xls
はまぐり,300.0,1Kg,1944,0,756,千葉  他,令和6年1月30日（火）,suiexcel-8 (59).xls
あさり,667.0,1Kg,1512,0,432,中国  熊本  他,令和6年1月30日（火）,suiexcel-8 (59).xls
かき,2583.0,1kg,5000,0,600,広島  他,令和6年1月30日（火）,suiexcel-8 (59).xls
冷凍もんごいか,120.0,1Kg,4320,3240,1080,ﾓﾛｯｺ  他,令和6年1月30日（火）,suiexcel-8 (59).xls
冷凍たこ,0.0,0,0,0,0,,令和6年1月30日（火）,suiexcel-8 (59).xls
冷凍えび,1661.0,1Kg,4320,1944,972,ｲﾝﾄﾞ  他,令和6年1月30日（火）,suiexcel-8 (59).xls
塩さば,748.0,1kg,920,920,920,ﾉﾙｳｪｰ  他,令和6年1月30日（火）,suiexcel-8 (59).xls
塩さけ,104.0,1kg,1100,1100,1100,ﾁﾘ  他,令和6年1月30日（火）,suiexcel-8 (59).xls
塩すけそうこ,499.0,1kg,2250,0,980,ﾛｼｱ  他,令和6年1月30日（火）,suiexcel-8 (59).xls
塩いわし,3225.0,1kg,760,0,600,宮城  他,令和6年1月30日（火）,suiexcel-8 (59).xls
開干あじ,153.0,1Kg,1944,0,1080,長崎  他,令和6年1月30日（火）,suiexcel-8 (59).xls
若干かれい,100.0,1Kg,1944,0,972,島根  他,令和6年1月30日（火）,suiexcel-8 (59).xls
ちりめん,1062.0,1Kg,2808,0,1620,兵庫  他,令和6年1月30日（火）,suiexcel-8 (59).xls
茹かに,0.0,0,0,0,0,,令和6年1月30日（火）,suiexcel-8 (59).xls
かますごかまあげ,40.0,1Kg,1188,1188,1188,香川  他,令和6年1月30日（火）,suiexcel-8 (59).xls
くろまぐろ,933.0,1kg,3996,3726,2808,長崎  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
きわだ,701.0,1kg,1782,1415,1026,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
あじ,245.0,1kg,2250,0,260,兵庫  高知  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
さば,1831.0,1kg,594,0,486,鳥取  ﾉﾙｳｪｰ  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
まいわし,1125.0,1kg,486,0,378,岩手  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
養成ぶり,1732.0,1kg,1296,0,972,鹿児島  愛媛  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
養成まだい,3510.0,1kg,1300,0,880,愛媛  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
さごし,332.0,1kg,1080,0,864,富山  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
養成はまち,548.0,1kg,1300,0,900,高知  徳島  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
養成かんぱち,1336.0,1kg,1800,0,1500,愛媛  鹿児島  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
するめいか,688.0,1kg,1566,0,1458,富山  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
さけ,1863.0,1kg,2800,0,1400,ﾉﾙｳｪｰ  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
養成ふぐ,455.0,1kg,4200,0,1600,長崎  香川  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
たこ,86.0,1kg,3900,0,2000,宮城  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
かに,190.0,1kg,3024,0,1188,島根  兵庫  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
はまぐり,225.0,1kg,1944,0,756,千葉  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
あさり,703.0,1kg,1512,0,324,中国  熊本  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
かき,2414.0,1kg,5600,0,600,広島  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
冷凍もんごいか,110.0,1kg,4320,3240,1080,ﾓﾛｯｺ  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
冷凍たこ,0.0,0,0,0,0,,令和6年1月25日（木）,suiexcel-9 (31).xlsx
冷凍えび,1824.0,1kg,4320,1944,972,ｲﾝﾄﾞ  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
塩さば,3116.0,1kg,840,0,530,ﾉﾙｳｪｰ  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
塩さけ,3150.0,1kg,1350,0,500,ﾁﾘ  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
塩すけそうこ,127.0,1kg,2250,0,1600,ﾛｼｱ  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
塩いわし,550.0,1kg,700,0,500,宮城  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
開干あじ,102.0,1kg,2160,0,972,長崎  国産  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
若干かれい,100.0,1kg,1944,0,972,島根  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
ちりめん,125.0,1kg,3800,0,750,兵庫  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
茹かに,70.0,1kg,3240,0,2160,北海道  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
かますごかまあげ,80.0,1kg,1188,1188,1188,香川  他,令和6年1月25日（木）,suiexcel-9 (31).xlsx
くろまぐろ,1557.0,1Kg,3996,3564,2160,長崎  他,令和6年2月1日（木）,suiexcel (133).xls
きわだ,1655.0,1Kg,3564,2376,1674,宮崎  沖縄  他,令和6年2月1日（木）,suiexcel (133).xls
あじ,1371.0,1Kg,648,0,540,長崎  他,令和6年2月1日（木）,suiexcel (133).xls
さば,2259.0,1Kg,594,0,486,長崎  ﾉﾙｳｪｰ  他,令和6年2月1日（木）,suiexcel (133).xls
まいわし,3163.0,1Kg,486,0,378,千葉  他,令和6年2月1日（木）,suiexcel (133).xls
養成ぶり,2013.0,1kg,1650,0,900,愛媛  大分  他,令和6年2月1日（木）,suiexcel (133).xls
養成まだい,3710.0,1kg,1300,0,850,高知  愛媛  他,令和6年2月1日（木）,suiexcel (133).xls
さごし,864.0,1Kg,756,0,540,福井  他,令和6年2月1日（木）,suiexcel (133).xls
かれい,1882.0,1kg,2500,0,500,石川  他,令和6年2月1日（木）,suiexcel (133).xls
養成はまち,551.0,1kg,1300,0,950,徳島  他,令和6年2月1日（木）,suiexcel (133).xls
養成かんぱち,1233.0,1kg,1850,0,1500,鹿児島  他,令和6年2月1日（木）,suiexcel (133).xls
するめいか,804.0,1Kg,1242,0,1134,宮城  青森  他,令和6年2月1日（木）,suiexcel (133).xls
さけ,3203.0,1kg,2800,0,1600,ﾉﾙｳｪｰ  他,令和6年2月1日（木）,suiexcel (133).xls
たこ,186.0,1kg,4500,0,1400,宮城  他,令和6年2月1日（木）,suiexcel (133).xls
かに,510.0,1kg,8600,0,680,兵庫  北海道  他,令和6年2月1日（木）,suiexcel (133).xls
はまぐり,315.0,1Kg,1944,0,756,千葉  他,令和6年2月1日（木）,suiexcel (133).xls
あさり,886.0,1Kg,1620,0,324,中国  熊本  他,令和6年2月1日（木）,suiexcel (133).xls
かき,2760.0,1kg,5000,0,600,広島  他,令和6年2月1日（木）,suiexcel (133).xls
冷凍もんごいか,100.0,1Kg,4320,3456,1188,ﾓﾛｯｺ  他,令和6年2月1日（木）,suiexcel (133).xls
冷凍たこ,0.0,0,0,0,0,,令和6年2月1日（木）,suiexcel (133).xls
冷凍えび,1877.0,1kg,4000,0,910,ｲﾝﾄﾞ  他,令和6年2月1日（木）,suiexcel (133).xls
塩さば,1342.0,1kg,1000,0,530,ﾉﾙｳｪｰ  他,令和6年2月1日（木）,suiexcel (133).xls
塩さけ,4697.0,1kg,1500,0,400,ﾛｼｱ  他,令和6年2月1日（木）,suiexcel (133).xls
塩すけそうこ,933.0,1kg,2730,0,950,ﾛｼｱ  他,令和6年2月1日（木）,suiexcel (133).xls
塩さんま,0.0,0,0,0,0,,令和6年2月1日（木）,suiexcel (133).xls
開干さんま,200.0,1Kg,2160,0,1080,北海道  他,令和6年2月1日（木）,suiexcel (133).xls
開干あじ,540.0,1Kg,1944,0,972,長崎  島根  他,令和6年2月1日（木）,suiexcel (133).xls
若干かれい,200.0,1Kg,2160,0,864,島根  他,令和6年2月1日（木）,suiexcel (133).xls
ちりめん,748.0,1kg,2310,0,800,兵庫  熊本  他,令和6年2月1日（木）,suiexcel (133).xls
かますごかまあげ,50.0,1Kg,1188,1188,1188,香川  他,令和6年2月1日（木）,suiexcel (133).xls
くろまぐろ,1966.0,1Kg,3996,3240,2808,三重  長崎  他,令和6年2月2日（金）,suiexcel-1 (85).xls
きわだ,952.0,1Kg,2700,1782,1188,沖縄  宮城  他,令和6年2月2日（金）,suiexcel-1 (85).xls
あじ,1043.0,1Kg,540,0,432,島根  長崎  他,令和6年2月2日（金）,suiexcel-1 (85).xls
さば,1233.0,1kg,600,0,300,ﾉﾙｳｪｰ  鳥取  他,令和6年2月2日（金）,suiexcel-1 (85).xls
まいわし,5905.0,1Kg,486,0,378,千葉  他,令和6年2月2日（金）,suiexcel-1 (85).xls
養成ぶり,1888.0,1Kg,1296,0,1080,長崎  愛媛  他,令和6年2月2日（金）,suiexcel-1 (85).xls
養成まだい,4107.0,1kg,1300,0,910,高知  愛媛  他,令和6年2月2日（金）,suiexcel-1 (85).xls
さごし,467.0,1kg,520,0,390,和歌山  京都  他,令和6年2月2日（金）,suiexcel-1 (85).xls
かれい,2412.0,1kg,900,0,310,石川  他,令和6年2月2日（金）,suiexcel-1 (85).xls
養成はまち,472.0,1kg,1360,0,930,徳島  他,令和6年2月2日（金）,suiexcel-1 (85).xls
養成かんぱち,1002.0,1Kg,2106,0,1080,鹿児島  他,令和6年2月2日（金）,suiexcel-1 (85).xls
するめいか,180.0,1Kg,1188,0,1080,富山  青森  他,令和6年2月2日（金）,suiexcel-1 (85).xls
さけ,1897.0,1kg,2800,0,1600,ﾉﾙｳｪｰ  他,令和6年2月2日（金）,suiexcel-1 (85).xls
たこ,188.0,1kg,3500,0,1400,宮城  他,令和6年2月2日（金）,suiexcel-1 (85).xls
かに,298.0,1Kg,2376,0,2160,北海道  兵庫  他,令和6年2月2日（金）,suiexcel-1 (85).xls
はまぐり,410.0,1Kg,1944,0,756,千葉  他,令和6年2月2日（金）,suiexcel-1 (85).xls
あさり,858.0,1Kg,1620,0,432,中国  熊本  他,令和6年2月2日（金）,suiexcel-1 (85).xls
かき,2216.0,1kg,5000,0,600,広島  他,令和6年2月2日（金）,suiexcel-1 (85).xls
冷凍もんごいか,138.0,1Kg,4320,3456,1188,ﾓﾛｯｺ  他,令和6年2月2日（金）,suiexcel-1 (85).xls
冷凍たこ,0.0,0,0,0,0,,令和6年2月2日（金）,suiexcel-1 (85).xls
冷凍えび,1277.0,1Kg,4320,1836,972,ｲﾝﾄﾞ  他,令和6年2月2日（金）,suiexcel-1 (85).xls
塩さば,1376.0,1kg,1430,0,240,ﾉﾙｳｪｰ  他,令和6年2月2日（金）,suiexcel-1 (85).xls
塩さけ,2492.0,1kg,2100,0,850,ﾛｼｱ  他,令和6年2月2日（金）,suiexcel-1 (85).xls
塩すけそうこ,264.0,1kg,4000,0,1000,ﾛｼｱ  他,令和6年2月2日（金）,suiexcel-1 (85).xls
塩さんま,0.0,0,0,0,0,,令和6年2月2日（金）,suiexcel-1 (85).xls
開干さんま,200.0,1Kg,2160,0,972,北海道  他,令和6年2月2日（金）,suiexcel-1 (85).xls
開干あじ,376.0,1Kg,1944,0,972,長崎  島根  他,令和6年2月2日（金）,suiexcel-1 (85).xls
若干かれい,100.0,1Kg,2160,0,864,島根  他,令和6年2月2日（金）,suiexcel-1 (85).xls
ちりめん,564.0,1kg,1860,0,960,兵庫  他,令和6年2月2日（金）,suiexcel-1 (85).xls
かますごかまあげ,50.0,1Kg,1188,1188,1188,香川  他,令和6年2月2日（金）,suiexcel-1 (85).xls
くろまぐろ,587.0,1kg,4200,0,3000,新潟  他,令和6年2月13日（火）,suiexcel-2 (84).xls
きわだ,836.0,1Kg,1728,1512,1080,宮崎  沖縄  他,令和6年2月13日（火）,suiexcel-2 (84).xls
あじ,802.0,1Kg,864,0,756,佐賀  長崎  他,令和6年2月13日（火）,suiexcel-2 (84).xls
さば,2407.0,1kg,800,0,330,ﾉﾙｳｪｰ  長崎  他,令和6年2月13日（火）,suiexcel-2 (84).xls
まいわし,1928.0,1Kg,378,0,270,千葉  他,令和6年2月13日（火）,suiexcel-2 (84).xls
養成ぶり,2694.0,1kg,1650,0,800,愛媛  長崎  他,令和6年2月13日（火）,suiexcel-2 (84).xls
養成まだい,6087.0,1kg,1260,0,830,高知  愛媛  他,令和6年2月13日（火）,suiexcel-2 (84).xls
さごし,264.0,1Kg,648,0,432,新潟  他,令和6年2月13日（火）,suiexcel-2 (84).xls
かれい,1175.0,1Kg,864,0,648,鳥取  石川  他,令和6年2月13日（火）,suiexcel-2 (84).xls
養成はまち,806.0,1kg,1450,0,950,徳島  他,令和6年2月13日（火）,suiexcel-2 (84).xls
養成かんぱち,1877.0,1kg,2390,0,1410,鹿児島  他,令和6年2月13日（火）,suiexcel-2 (84).xls
するめいか,1348.0,1Kg,1296,0,1188,宮城  青森  他,令和6年2月13日（火）,suiexcel-2 (84).xls
さけ,2385.0,1Kg,1728,0,1512,ﾉﾙｳｪｰ  他,令和6年2月13日（火）,suiexcel-2 (84).xls
たこ,126.0,1kg,6500,0,1600,宮城  他,令和6年2月13日（火）,suiexcel-2 (84).xls
かに,125.0,1Kg,4860,0,4644,北海道  兵庫  他,令和6年2月13日（火）,suiexcel-2 (84).xls
はまぐり,350.0,1Kg,1944,0,756,千葉  他,令和6年2月13日（火）,suiexcel-2 (84).xls
あさり,979.0,1Kg,1944,0,432,中国  熊本  他,令和6年2月13日（火）,suiexcel-2 (84).xls
かき,3549.0,1kg,5000,0,500,広島  他,令和6年2月13日（火）,suiexcel-2 (84).xls
冷凍もんごいか,100.0,1Kg,4320,3456,1188,ﾓﾛｯｺ  他,令和6年2月13日（火）,suiexcel-2 (84).xls
冷凍たこ,0.0,0,0,0,0,,令和6年2月13日（火）,suiexcel-2 (84).xls
冷凍えび,1015.0,1Kg,4320,1836,972,ｲﾝﾄﾞ  他,令和6年2月13日（火）,suiexcel-2 (84).xls
塩さば,980.0,1kg,800,0,560,ﾉﾙｳｪｰ  他,令和6年2月13日（火）,suiexcel-2 (84).xls
塩さけ,1601.0,1kg,3000,0,780,ﾛｼｱ  他,令和6年2月13日（火）,suiexcel-2 (84).xls
塩すけそうこ,250.0,1kg,2780,0,1350,ﾛｼｱ  他,令和6年2月13日（火）,suiexcel-2 (84).xls
塩さんま,0.0,0,0,0,0,,令和6年2月13日（火）,suiexcel-2 (84).xls
開干さんま,200.0,1Kg,2160,0,1080,北海道  他,令和6年2月13日（火）,suiexcel-2 (84).xls
開干あじ,311.0,1Kg,1944,0,1080,長崎  島根  他,令和6年2月13日（火）,suiexcel-2 (84).xls
若干かれい,200.0,1Kg,1944,0,864,島根  他,令和6年2月13日（火）,suiexcel-2 (84).xls
ちりめん,300.0,1Kg,2808,0,2376,兵庫  他,令和6年2月13日（火）,suiexcel-2 (84).xls
かますごかまあげ,56.0,1Kg,1188,1188,1188,香川  他,令和6年2月13日（火）,suiexcel-2 (84).xls
くろまぐろ,875.0,1Kg,3996,3672,3132,長崎  他,令和6年2月17日（土）,suiexcel-3 (83).xls
きわだ,1114.0,1Kg,2376,1512,1080,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和6年2月17日（土）,suiexcel-3 (83).xls
あじ,327.0,1kg,1900,0,300,長崎  他,令和6年2月17日（土）,suiexcel-3 (83).xls
さば,3521.0,1Kg,432,0,324,福岡  ﾉﾙｳｪｰ  他,令和6年2月17日（土）,suiexcel-3 (83).xls
まいわし,1424.0,1Kg,432,0,324,富山  千葉  他,令和6年2月17日（土）,suiexcel-3 (83).xls
養成ぶり,2362.0,1kg,1650,0,900,愛媛  長崎  他,令和6年2月17日（土）,suiexcel-3 (83).xls
養成まだい,4405.0,1kg,1250,0,900,高知  愛媛  他,令和6年2月17日（土）,suiexcel-3 (83).xls
さごし,652.0,1Kg,864,0,648,福井  他,令和6年2月17日（土）,suiexcel-3 (83).xls
かれい,922.0,1Kg,1080,0,864,鳥取  石川  他,令和6年2月17日（土）,suiexcel-3 (83).xls
養成はまち,422.0,1kg,1300,0,930,徳島  他,令和6年2月17日（土）,suiexcel-3 (83).xls
養成かんぱち,982.0,1Kg,2106,0,1080,鹿児島  他,令和6年2月17日（土）,suiexcel-3 (83).xls
するめいか,829.0,1Kg,1188,0,1080,宮城  青森  他,令和6年2月17日（土）,suiexcel-3 (83).xls
さけ,1508.0,1Kg,1620,0,1404,ﾉﾙｳｪｰ  他,令和6年2月17日（土）,suiexcel-3 (83).xls
たこ,177.0,1kg,4000,0,1800,宮城  他,令和6年2月17日（土）,suiexcel-3 (83).xls
かに,317.0,1kg,8600,0,380,兵庫  北海道  他,令和6年2月17日（土）,suiexcel-3 (83).xls
はまぐり,345.0,1Kg,1944,0,756,千葉  他,令和6年2月17日（土）,suiexcel-3 (83).xls
あさり,896.0,1Kg,1512,0,324,中国  熊本  他,令和6年2月17日（土）,suiexcel-3 (83).xls
かき,3163.0,1kg,5000,0,570,広島  他,令和6年2月17日（土）,suiexcel-3 (83).xls
冷凍もんごいか,693.0,1kg,3570,0,860,ﾓﾛｯｺ  他,令和6年2月17日（土）,suiexcel-3 (83).xls
冷凍たこ,0.0,0,0,0,0,,令和6年2月17日（土）,suiexcel-3 (83).xls
冷凍えび,760.0,1Kg,4320,1836,972,ｲﾝﾄﾞ  他,令和6年2月17日（土）,suiexcel-3 (83).xls
塩さば,1404.0,1kg,590,590,590,ﾉﾙｳｪｰ  他,令和6年2月17日（土）,suiexcel-3 (83).xls
塩さけ,4504.0,1kg,1600,0,500,ﾛｼｱ  他,令和6年2月17日（土）,suiexcel-3 (83).xls
塩すけそうこ,122.0,1kg,2640,0,1350,ﾛｼｱ  他,令和6年2月17日（土）,suiexcel-3 (83).xls
塩さんま,0.0,0,0,0,0,,令和6年2月17日（土）,suiexcel-3 (83).xls
開干さんま,308.0,1Kg,2160,0,1080,北海道  他,令和6年2月17日（土）,suiexcel-3 (83).xls
開干あじ,342.0,1Kg,1944,0,1080,長崎  島根  他,令和6年2月17日（土）,suiexcel-3 (83).xls
若干かれい,116.0,1Kg,1620,0,864,島根  他,令和6年2月17日（土）,suiexcel-3 (83).xls
ちりめん,163.0,1kg,3100,0,1350,兵庫  他,令和6年2月17日（土）,suiexcel-3 (83).xls
かますごかまあげ,52.0,1Kg,1188,1188,1188,香川  他,令和6年2月17日（土）,suiexcel-3 (83).xls
くろまぐろ,730.0,1Kg,3996,3726,3564,長崎  他,令和6年2月19日（月）,suiexcel-4 (81).xls
きわだ,836.0,1Kg,2160,1728,1566,和歌山  沖縄  他,令和6年2月19日（月）,suiexcel-4 (81).xls
あじ,1650.0,1Kg,594,0,486,和歌山  長崎  他,令和6年2月19日（月）,suiexcel-4 (81).xls
さば,2678.0,1Kg,486,0,378,福岡  ﾉﾙｳｪｰ  他,令和6年2月19日（月）,suiexcel-4 (81).xls
まいわし,1856.0,1Kg,378,0,270,富山  千葉  他,令和6年2月19日（月）,suiexcel-4 (81).xls
養成ぶり,1800.0,1kg,1650,0,900,愛媛  長崎  他,令和6年2月19日（月）,suiexcel-4 (81).xls
養成まだい,5003.0,1kg,1300,0,900,高知  愛媛  他,令和6年2月19日（月）,suiexcel-4 (81).xls
さごし,432.0,1Kg,972,0,756,京都  和歌山  他,令和6年2月19日（月）,suiexcel-4 (81).xls
かれい,3679.0,1kg,900,0,280,石川  他,令和6年2月19日（月）,suiexcel-4 (81).xls
養成はまち,565.0,1kg,1300,0,840,徳島  他,令和6年2月19日（月）,suiexcel-4 (81).xls
養成かんぱち,1452.0,1kg,1900,0,1550,鹿児島  他,令和6年2月19日（月）,suiexcel-4 (81).xls
するめいか,250.0,1Kg,1620,0,1512,長崎  他,令和6年2月19日（月）,suiexcel-4 (81).xls
さけ,1680.0,1Kg,2268,0,2052,ﾉﾙｳｪｰ  他,令和6年2月19日（月）,suiexcel-4 (81).xls
たこ,142.0,1kg,4000,0,1000,宮城  他,令和6年2月19日（月）,suiexcel-4 (81).xls
かに,203.0,1Kg,4212,0,3996,北海道  兵庫  他,令和6年2月19日（月）,suiexcel-4 (81).xls
はまぐり,300.0,1Kg,1944,0,756,千葉  他,令和6年2月19日（月）,suiexcel-4 (81).xls
あさり,823.0,1Kg,1512,0,432,中国  熊本  他,令和6年2月19日（月）,suiexcel-4 (81).xls
かき,2223.0,1kg,5000,0,600,広島  他,令和6年2月19日（月）,suiexcel-4 (81).xls
冷凍もんごいか,100.0,1Kg,4320,3456,1188,ﾓﾛｯｺ  他,令和6年2月19日（月）,suiexcel-4 (81).xls
冷凍たこ,0.0,0,0,0,0,,令和6年2月19日（月）,suiexcel-4 (81).xls
冷凍えび,1151.0,1Kg,4320,1836,972,ｲﾝﾄﾞ  他,令和6年2月19日（月）,suiexcel-4 (81).xls
塩さば,1334.0,1kg,920,0,200,ﾉﾙｳｪｰ  他,令和6年2月19日（月）,suiexcel-4 (81).xls
塩さけ,172.0,1kg,2100,0,900,ﾛｼｱ  他,令和6年2月19日（月）,suiexcel-4 (81).xls
塩すけそうこ,143.0,1kg,2830,0,1100,ﾛｼｱ  他,令和6年2月19日（月）,suiexcel-4 (81).xls
塩さんま,0.0,0,0,0,0,,令和6年2月19日（月）,suiexcel-4 (81).xls
開干さんま,216.0,1Kg,2160,0,1080,北海道  他,令和6年2月19日（月）,suiexcel-4 (81).xls
開干あじ,287.0,1Kg,1944,0,1080,長崎  島根  他,令和6年2月19日（月）,suiexcel-4 (81).xls
若干かれい,100.0,1Kg,1620,0,702,島根  他,令和6年2月19日（月）,suiexcel-4 (81).xls
ちりめん,703.0,1Kg,2700,0,1296,和歌山  兵庫  他,令和6年2月19日（月）,suiexcel-4 (81).xls
かますごかまあげ,30.0,1Kg,1188,1188,1188,香川  他,令和6年2月19日（月）,suiexcel-4 (81).xls
くろまぐろ,490.4,1Kg,3996,3888,3780,長崎  他,令和6年2月20日（火）,suiexcel-5 (71).xls
きわだ,1109.0,1Kg,1566,0,1296,和歌山  沖縄  他,令和6年2月20日（火）,suiexcel-5 (71).xls
あじ,1695.0,1Kg,648,0,540,長崎  他,令和6年2月20日（火）,suiexcel-5 (71).xls
さば,2778.0,1Kg,594,0,486,長崎  ﾉﾙｳｪｰ  他,令和6年2月20日（火）,suiexcel-5 (71).xls
まいわし,1173.0,1Kg,270,0,162,富山  千葉  他,令和6年2月20日（火）,suiexcel-5 (71).xls
養成ぶり,802.0,1kg,1650,0,800,愛媛  長崎  他,令和6年2月20日（火）,suiexcel-5 (71).xls
養成まだい,3031.0,1Kg,1350,0,540,高知  愛媛  他,令和6年2月20日（火）,suiexcel-5 (71).xls
さごし,344.0,1Kg,972,0,756,京都  他,令和6年2月20日（火）,suiexcel-5 (71).xls
かれい,1904.0,1Kg,648,0,432,石川  他,令和6年2月20日（火）,suiexcel-5 (71).xls
養成はまち,374.0,1Kg,1404,0,1026,徳島  他,令和6年2月20日（火）,suiexcel-5 (71).xls
養成かんぱち,893.0,1Kg,2106,0,1080,鹿児島  他,令和6年2月20日（火）,suiexcel-5 (71).xls
するめいか,664.0,1Kg,1404,0,1296,富山  青森  他,令和6年2月20日（火）,suiexcel-5 (71).xls
さけ,1079.0,1Kg,2052,0,1836,ﾉﾙｳｪｰ  他,令和6年2月20日（火）,suiexcel-5 (71).xls
たこ,138.0,1kg,5000,0,2000,宮城  他,令和6年2月20日（火）,suiexcel-5 (71).xls
かに,91.0,1kg,5600,0,630,兵庫  島根  他,令和6年2月20日（火）,suiexcel-5 (71).xls
はまぐり,245.0,1Kg,2160,0,756,千葉  他,令和6年2月20日（火）,suiexcel-5 (71).xls
あさり,516.0,1Kg,1512,0,432,中国  熊本  他,令和6年2月20日（火）,suiexcel-5 (71).xls
かき,1844.0,1kg,5000,0,600,広島  他,令和6年2月20日（火）,suiexcel-5 (71).xls
冷凍もんごいか,100.0,1Kg,4320,3456,1188,ﾓﾛｯｺ  他,令和6年2月20日（火）,suiexcel-5 (71).xls
冷凍たこ,0.0,0,0,0,0,,令和6年2月20日（火）,suiexcel-5 (71).xls
冷凍えび,1324.0,1Kg,4320,1836,972,ｲﾝﾄﾞ  他,令和6年2月20日（火）,suiexcel-5 (71).xls
塩さば,500.0,1kg,920,0,500,ﾉﾙｳｪｰ  他,令和6年2月20日（火）,suiexcel-5 (71).xls
塩さけ,3641.0,1kg,1500,0,590,ﾛｼｱ  他,令和6年2月20日（火）,suiexcel-5 (71).xls
塩すけそうこ,164.0,1kg,2780,0,2190,ﾛｼｱ  他,令和6年2月20日（火）,suiexcel-5 (71).xls
塩さんま,0.0,0,0,0,0,,令和6年2月20日（火）,suiexcel-5 (71).xls
開干さんま,200.0,1Kg,2160,0,1296,北海道  他,令和6年2月20日（火）,suiexcel-5 (71).xls
開干あじ,274.0,1Kg,1944,0,1080,長崎  島根  他,令和6年2月20日（火）,suiexcel-5 (71).xls
若干かれい,200.0,1Kg,1620,0,864,島根  他,令和6年2月20日（火）,suiexcel-5 (71).xls
ちりめん,948.0,1Kg,5184,0,648,大分　和歌山  兵庫  他,令和6年2月20日（火）,suiexcel-5 (71).xls
かますごかまあげ,48.0,1Kg,1188,1188,1188,香川  他,令和6年2月20日（火）,suiexcel-5 (71).xls
くろまぐろ,716.5,1Kg,3700,3600,2500,新潟  他,令和6年2月21日（水）,suiexcel-6 (65).xls
